account_id,account_name,domain,industry,employee_range,country,lifecycle_stage,created_date,last_activity_date,owner,arr_eur,renewal_date
ACC-009480,OvalisolFinance,ovalisolfinance.eu,Automotive,1-10,Netherlands,lost,2019-10-18,07/14/24,s.okafor,,
ACC-026225,Briohalindustries,briohalindustries.co,Automotive,11-50,FR,lead,2020-08-16,,c.rinaldi,,
ACC-002876,Kelvivenlogistics Group,kelvivenlogistics.com,Construction,501-1000,France,lost,10/30/20,08/11/22,s.okafor,,
ACC-024857,CauriquiWorks France,cauriquiworks.com,Media,501-1000,FR,lead,27/01/2022,12/04/23,m.delacroix,,
ACC-014368,Iberivenservices & Co,iberivenservices.fr,Media,,Switzerland,lead,19/11/2022,2025-05-10,s.okafor,,
ACC-003272,Novalexlogic France,novalexlogic.fr,Logistics,11-50,Suisse,customer,11/12/2024,,p.lindqvist,3000,05/06/27
ACC-002309,WallidorConseil,wallidorconseil.fr,Retail,201-500,BE,prospect,11/11/2022,12/01/22,,,
ACC-015522,Vertiviahub Group,vertiviahub.fr,Construction,51-200,DE,lost,21/02/2024,29/05/2024,t.becker,,
ACC-013836,Vespimarretail,vespimarretail.com,Retail,51-200,BE,lost,08/04/25,,t.becker,,
ACC-014593,Doriocalflow SAS,doriocalflow.com,Media,51-200,Suisse,lead,11/11/2019,2025-11-21,p.lindqvist,,
ACC-011732,SylvalumFinance,sylvalumfinance.io,Logistics,51-200,FRANCE,customer,03/25/22,10/23/23,t.becker,12000,07/23/26
ACC-028702,Ulmivenworks SAS,,Construction,,Germany,prospect,2022-04-23,,a.morel,,
ACC-021704,Talorindata & Co,talorindata.io,Logistics,,Spain,opportunity,2019-08-06,2024-04-15,,,
ACC-020847,Stellabelhub SAS,stellabelhub.eu,Telecom,51-200,FRANCE,prospect,12/04/24,12/06/2025,l.moreau,,
ACC-024194,Axiogorimmo & Co,axiogorimmo.com,,51-200,Allemagne,lost,2018-12-24,,c.rinaldi,,
ACC-014325,SereninexLogic Group,sereninexlogic.io,Healthcare,51-200,BE,lost,05/02/23,17/08/2023,s.okafor,,
ACC-013690,Roccaquilab,roccaquilab.co,Education,51-200,NL,lead,2026-01-14,2026-03-13,p.lindqvist,,
ACC-010769,Vertibelpartners,www.vertibelpartners.com,Hospitality,,Italie,lost,29/05/2019,,j.vandenberg,,
ACC-024655,JuntodorConsulting SA,juntodorconsulting.io,Education,51-200,CH,prospect,2024-03-30,01/28/25,,,
ACC-003327,Fernoviadynamics SAS,fernoviadynamics.io,,501-1000,Fr,prospect,05/10/26,,p.lindqvist,,
ACC-001413,Gallidigital,gallidigital.fr,Software,201-500,DE,customer,06/10/24,06/01/26,l.moreau,5000,03/03/2027
ACC-009707,Iberidortech Group,iberidortech.com,Financial Services,201-500,FR,customer,20/03/2023,,,18000,11/08/26
ACC-011558,Delfidordata,,Logistics,1-10,CH,prospect,04/12/2024,05/17/25,m.delacroix,,
ACC-011809,Ivorosolmedia SARL,ivorosolmedia.fr,Telecom,51-200,FR,lead,2019-08-30,2021-11-18,,,
ACC-020517,OptinexEnergie Group,optinexenergie.fr,Media,11-50,FR,lead,03/04/2018,22/06/2020,a.morel,,
ACC-009426,IberilexMedia SARL,iberilexmedia.com,Financial Services,501-1000,belgium,customer,06/08/22,2023-03-12,,40000,2026-06-25
ACC-010112,Fabririndigital,www.fabririndigital.fr,Healthcare,11-50,Allemagne,prospect,11/26/21,11/13/25,,,
ACC-023793,CaurivenIndustries SAS,caurivenindustries.fr,Automotive,51-200,FRANCE,lead,01/08/2023,2023-12-16,t.becker,,
ACC-014981,Edericalsolutions & Co,edericalsolutions.io,Real Estate,11-50,United Kingdom,churned,2018-05-22,,j.vandenberg,12000,
ACC-003268,Zephinexservices SAS,zephinexservices.fr,Media,1-10,FRANCE,prospect,2024-06-27,03/10/2024,m.delacroix,,
ACC-003336,Vespipradynamics France,vespipradynamics.eu,Telecom,1001-5000,germany,opportunity,09/12/24,2024-10-24,t.becker,,
ACC-015945,TerrahalDigital,terrahaldigital.fr,Manufacturing,51-200,france,churned,12/17/22,23/12/2025,t.becker,3000,
ACC-029326,Primofinindustries Group,,Retail,51-200,France,lost,2022-01-23,,j.vandenberg,,
ACC-007575,Belfopharma SAS,belfopharma.fr,,11-50,france,customer,04/23/19,2026-03-24,l.moreau,40000,2027-07-10
ACC-021893,DoriogorImmo Group,doriogorimmo.io,Software,201-500,France,churned,01/05/2023,31/03/2024,m.delacroix,8000,
ACC-005091,ZephimarRetail SARL,zephimarretail.fr,Software,11-50,france,lead,05/27/20,20/07/2025,t.becker,,
ACC-019011,DelfiDynamics & Co,delfidynamics.com,Software,11-50,Switzerland,lead,2023-02-28,23/11/2025,,,
ACC-008896,StellavenPharma France,stellavenpharma.com,Real Estate,11-50,belgium,prospect,2020-05-14,2023-06-12,l.moreau,,
ACC-017875,GalliquiData SA,galliquidata.fr,,201-500,CH,prospect,04/30/20,2023-10-19,,,
ACC-019330,Vespilexsystems Group,vespilexsystems.co,Energy,1001-5000,Allemagne,lead,2018-10-05,12/01/21,l.moreau,,
ACC-005906,FabribelDynamics,fabribeldynamics.io,,51-200,Italie,prospect,2018-02-26,11/09/2020,,,
ACC-022603,GalliEnergie SARL,gallienergie.io,Hospitality,51-200,germany,lead,10/04/2024,04/02/25,j.vandenberg,,
ACC-018837,Cendraforge,cendraforge.com,Real Estate,51-200,DE,lead,2021-09-27,2025-03-15,,,
ACC-010429,OptinexWorks,optinexworks.co,,11-50,Germany,lost,12/22/19,2022-10-29,c.rinaldi,,
ACC-005315,NeoquiLogic,neoquilogic.fr,Manufacturing,11-50,FR,churned,27/12/2023,02/06/24,p.lindqvist,12000,
ACC-028435,Serenisolforge,serenisolforge.com,Healthcare,51-200,FRANCE,prospect,31/10/2021,,m.delacroix,,
ACC-023190,Zephirinretail,,Healthcare,51-200,germany,lead,11/13/22,2025-01-03,,,
ACC-005600,IberiviaConsulting SARL,iberiviaconsulting.eu,Education,51-200,ES,lost,2019-11-18,08/18/21,p.lindqvist,,
ACC-028525,FabrilexEnergie,fabrilexenergie.com,Real Estate,11-50,ES,lead,11/06/24,,j.vandenberg,,
ACC-026118,Delficalsystems SA,delficalsystems.com,Financial Services,11-50,NL,lead,01/08/2020,2024-11-14,c.rinaldi,,
ACC-022239,Heliomarservices & Co,heliomarservices.com,,11-50,Espagne,lead,2021-02-01,2023-12-10,m.delacroix,,
ACC-020037,Juntodorlab,juntodorlab.io,Energy,201-500,IT,churned,2025-04-21,2025-09-25,t.becker,3000,
ACC-021520,Cortiquimedia France,cortiquimedia.io,Hospitality,51-200,France,lead,2022-08-16,2024-07-31,a.morel,,
ACC-000886,Grimorinworks SAS,grimorinworks.com,Telecom,51-200,Germany,lead,15/03/2020,,s.okafor,,
ACC-018640,Juntocalmobility,juntocalmobility.fr,Hospitality,,Pays-Bas,lost,03/12/2019,01/20/26,a.morel,,
ACC-020639,Flexilumgroup & Co,flexilumgroup.co,Construction,11-50,FRANCE,churned,07/27/20,07/13/21,,3000,
ACC-021076,MavihalGroup Group,mavihalgroup.io,Telecom,5000+,FR,prospect,2018-08-16,09/12/2025,l.moreau,,
ACC-023691,Grimolumlogic SARL,grimolumlogic.fr,,1-10,FR,lost,08/08/2018,2021-05-30,c.rinaldi,,
ACC-025659,DelfivenSystems & Co,delfivensystems.io,Automotive,11-50,Fr,lead,2023-03-20,,j.vandenberg,,
ACC-016271,StellacalLab France,stellacallab.io,Automotive,1-10,Belgium,lead,08/05/2022,02/03/2023,,,
ACC-001823,Primonextech SAS,primonextech.io,Media,1001-5000,Belgique,lost,03/09/2019,,a.morel,,
ACC-024401,Heliocalpharma SAS,heliocalpharma.com,Telecom,1001-5000,Spain,customer,04/16/23,03/02/25,c.rinaldi,12000,05/25/27
ACC-002261,DoriogorTech,,Education,51-200,FR,churned,2023-10-31,04/03/26,a.morel,12000,
ACC-015607,OvalibelSolutions SARL,ovalibelsolutions.io,Financial Services,1-10,France,lead,08/04/2024,2026-04-07,m.delacroix,,
ACC-029164,ZephirinData 2,zephirindata.eu,Financial Services,11-50,CH,prospect,2020-02-19,,l.moreau,,
ACC-020892,TalosolMedia & Co,talosolmedia.co,Agriculture,,france,prospect,2024-11-21,2025-06-06,a.morel,,
ACC-008970,SylvaquiFood France,sylvaquifood.eu,Telecom,,France,lead,23/06/2018,31/08/2021,p.lindqvist,,
ACC-029831,MavihalWorks France,,Energy,11-50,Fr,lead,05/22/21,,,,
ACC-024466,Vertirinlogistics,,,1001-5000,BE,lead,12/08/22,04/27/26,,,
ACC-010300,AxioDigital SAS,axiodigital.com,Consulting,201-500,FRANCE,prospect,06/06/20,,c.rinaldi,,
ACC-017674,Lumitaslogic SARL,lumitaslogic.io,Hospitality,11-50,CH,lead,08/09/2020,2023-01-30,,,
ACC-019061,FlexinexWorks,www.flexinexworks.fr,Financial Services,11-50,Fr,prospect,08/04/2022,2024-12-30,,,
ACC-002541,Wallilumsoft SAS,wallilumsoft.fr,Healthcare,11-50,germany,lead,05/01/2021,,t.becker,,
ACC-000480,Novarinlogistics,www.novarinlogistics.fr,Energy,51-200,france,lost,19/10/2019,01/11/22,j.vandenberg,,
ACC-005539,Delfisolservices France,delfisolservices.com,Automotive,51-200,france,opportunity,2018-02-05,06/05/22,j.vandenberg,,
ACC-011978,OptiviaSoft,optiviasoft.com,Automotive,11-50,france,lost,10/19/23,2024-03-05,,,
ACC-008346,Vespisoldynamics Group,,Financial Services,5000+,Switzerland,churned,07/10/2018,2026-03-14,p.lindqvist,3000,
ACC-023438,UlmivenImmo France,ulmivenimmo.eu,Hospitality,501-1000,DE,customer,2020-04-20,,t.becker,8000,2026-12-15
ACC-014000,CendralexFood & Co,cendralexfood.fr,Consulting,201-500,UK,lost,10/07/22,,s.okafor,,
ACC-013229,JuntocalRetail France,juntocalretail.fr,Construction,11-50,france,lost,02/25/20,,m.delacroix,,
ACC-022510,LorrihalSystems France,lorrihalsystems.eu,Hospitality,5000+,france,lost,11/04/2024,,p.lindqvist,,
ACC-018992,Rapihalsolutions Group,rapihalsolutions.com,Manufacturing,,Fr,churned,24/02/2022,2022-07-22,a.morel,3000,
ACC-009623,Yellorinforge Group,yellorinforge.com,Energy,51-200,FRANCE,lead,10/04/19,2022-06-16,,,
ACC-004817,Fernocallogic & Co,fernocallogic.co,Education,51-200,DE,churned,2021-06-27,18/02/2024,j.vandenberg,5000,
ACC-021452,Altatasretail,altatasretail.com,Education,1-10,DE,opportunity,09/09/2022,07/04/25,,,
ACC-017657,MeribelMedia Group,meribelmedia.io,,,Belgique,lost,13/06/2020,02/03/2025,s.okafor,,
ACC-019766,VectohalGroup Group,vectohalgroup.com,Retail,11-50,Germany,lead,09/17/20,11/02/25,p.lindqvist,,
ACC-008847,SerenihalConseil,serenihalconseil.com,Hospitality,51-200,CH,prospect,03/03/2026,04/08/26,c.rinaldi,,
ACC-019711,GrimoquiLogic SARL,grimoquilogic.io,Media,11-50,Netherlands,lead,12/15/23,19/03/2026,j.vandenberg,,
ACC-017113,Soliquisolutions & Co,soliquisolutions.co,Retail,201-500,France,opportunity,02/02/23,01/06/2023,c.rinaldi,,
ACC-022491,StellagorForge France,stellagorforge.fr,Hospitality,11-50,France,lost,2018-08-16,,m.delacroix,,
ACC-026835,Sylvafindigital,www.sylvafindigital.com,Real Estate,11-50,CH,lead,08/11/21,07/08/25,a.morel,,
ACC-012472,HaldepraDynamics & Co,haldepradynamics.com,,501-1000,Fr,prospect,26/04/2018,2024-10-21,a.morel,,
ACC-028335,UlmisolRetail,ulmisolretail.fr,,201-500,NL,prospect,10/01/2025,2026-03-28,,,
ACC-011161,ArdenrinConseil,,Retail,11-50,france,lost,14/11/2018,,t.becker,,
ACC-025576,Ardenvenenergie,ardenvenenergie.com,Education,201-500,nederland,lead,30/05/2024,18/08/2024,l.moreau,,
ACC-016144,StellamarMedia SAS,stellamarmedia.fr,Media,51-200,France,lost,01/06/2020,20/01/2022,l.moreau,,
ACC-018613,IvorogorHub,www.ivorogorhub.fr,Healthcare,11-50,FR,opportunity,14/09/2024,12/23/25,a.morel,,
ACC-011448,Ederigorflow SAS,ederigorflow.co,Hospitality,11-50,france,prospect,2024-11-11,03/01/26,l.moreau,,
ACC-028730,Heliovenforge SAS,,,11-50,nederland,lead,2025-06-23,,c.rinaldi,,
ACC-020419,Vectolexforge SA,vectolexforge.eu,Media,501-1000,France,prospect,25/04/2025,13/12/2025,t.becker,,
ACC-028417,Mavifinimmo SAS,mavifinimmo.com,Retail,201-500,FRANCE,prospect,2022-03-02,09/08/25,t.becker,,
ACC-004826,OvalisolEnergie,ovalisolenergie.fr,Energy,11-50,Netherlands,lead,03/08/21,23/04/2026,,,
ACC-023468,Ederihalpharma,ederihalpharma.co,Energy,11-50,Fr,prospect,2024-06-09,04/09/26,l.moreau,,
ACC-028418,UlmipraData,ulmipradata.com,Automotive,51-200,France,lead,2019-09-14,09/10/2024,j.vandenberg,,
ACC-014292,ArdenfinSoft SARL,ardenfinsoft.com,Real Estate,51-200,spain,prospect,10/10/21,04/11/2024,t.becker,,
ACC-023548,TerrafinForge France,terrafinforge.com,,11-50,Germany,lead,2019-11-03,03/17/26,l.moreau,,
ACC-013627,ZephilumRetail Group,zephilumretail.com,Hospitality,51-200,FRANCE,lead,12/13/24,13/11/2025,,,
ACC-009099,Ovalisoldigital SAS,ovalisoldigital.io,Construction,1001-5000,NL,lead,04/21/24,30/04/2026,,,
ACC-005229,YelloquiConsulting SARL,yelloquiconsulting.com,Education,11-50,belgium,lost,2021-09-12,2026-05-19,p.lindqvist,,
ACC-023369,Briosolpharma Group,,Telecom,501-1000,germany,prospect,06/05/21,,t.becker,,
ACC-012710,NeovenFood SA,,Automotive,201-500,FRANCE,lead,2023-07-14,12/02/25,,,
ACC-019450,RoccacalEnergie,roccacalenergie.io,,51-200,Italie,churned,03/18/20,01/07/2022,p.lindqvist,8000,
ACC-003990,Juntolumlogic,juntolumlogic.eu,Manufacturing,1-10,France,lead,2018-11-01,,c.rinaldi,,
ACC-026652,VectodorForge Group,vectodorforge.fr,Hospitality,501-1000,France,lead,11/11/18,12/08/2022,,,
ACC-027925,Helioviahub,helioviahub.eu,Media,201-500,FRANCE,lead,2021-12-27,11/04/2022,m.delacroix,,
ACC-028223,Zephitassystems,zephitassystems.fr,Hospitality,1-10,DE,lost,26/09/2018,26/10/2023,l.moreau,,
ACC-014545,IberiviaImmo SA,iberiviaimmo.eu,Media,51-200,United Kingdom,churned,02/02/21,06/09/21,t.becker,12000,
ACC-029816,Quantidorimmo SAS,,Manufacturing,1-10,Belgium,prospect,2024-09-05,,p.lindqvist,,
ACC-023708,Rapibellogic & Co,rapibellogic.com,Software,51-200,FRANCE,lead,05/04/22,31/10/2025,,,
ACC-013995,GrimolumLogistics,www.grimolumlogistics.eu,Energy,51-200,France,lead,02/24/24,,p.lindqvist,,
ACC-020436,Quantisolflow SAS,quantisolflow.fr,Manufacturing,,FR,prospect,02/04/2020,07/05/2020,,,
ACC-029750,SylvadorForge - import,sylvadorforge.fr,Software,51-200,Spain,prospect,04/22/22,,,,
ACC-024893,Terrasoft,terrasoft.co,Education,1-10,Fr,prospect,2020-03-27,2025-06-25,l.moreau,,
ACC-026625,HelionexDigital & Co,helionexdigital.co,Agriculture,5000+,France,churned,05/12/25,01/11/2025,a.morel,5000,
ACC-009332,Optidorflow SARL,optidorflow.com,Hospitality,1001-5000,FRANCE,customer,2020-08-15,06/12/22,,40000,06/01/27
ACC-017238,Perripradigital SAS,perripradigital.co,Education,51-200,FR,prospect,2023-11-14,2024-12-09,s.okafor,,
ACC-002793,Solirindata,solirindata.fr,Retail,51-200,France,lead,10/23/24,04/01/26,,,
ACC-025696,StellagorLogic,stellagorlogic.com,Automotive,201-500,Belgique,prospect,06/06/2019,2026-03-02,j.vandenberg,,
ACC-002951,AxiolexPharma SARL,axiolexpharma.eu,Healthcare,1-10,france,prospect,2022-01-03,09/13/23,,,
ACC-023322,TalogorFinance France,,Software,201-500,france,customer,2024-02-05,,t.becker,12000,07/07/26
ACC-017546,Vespigorflow,vespigorflow.fr,Construction,51-200,France,churned,25/07/2023,07/29/24,m.delacroix,12000,
ACC-018428,Ulmicallogic France,ulmicallogic.com,Financial Services,11-50,france,prospect,2018-09-23,10/04/19,p.lindqvist,,
ACC-029127,Vespitasfinance,vespitasfinance.io,,1001-5000,France,prospect,27/01/2022,,j.vandenberg,,
ACC-011880,FernodorFood Group,fernodorfood.eu,Consulting,11-50,NL,lost,05/18/19,2023-04-02,m.delacroix,,
ACC-026818,Fernomartech France,fernomartech.io,,201-500,France,opportunity,2021-07-03,,s.okafor,,
ACC-029360,OVALIFINCONSEIL,www.ovalifinconseil.co,Telecom,51-200,Italy,lead,2021-02-21,,c.rinaldi,,
ACC-005687,NeorinLab,neorinlab.fr,Software,11-50,spain,lead,2023-12-25,05/07/24,,,
ACC-002063,BelforinDigital,belforindigital.com,Agriculture,201-500,Italie,prospect,2024-03-28,08/12/25,j.vandenberg,,
ACC-008297,Vespisolsystems,vespisolsystems.co,Manufacturing,11-50,FRANCE,prospect,01/21/25,,,,
ACC-020430,Cortinexservices SA,cortinexservices.io,Construction,1-10,belgium,lost,2024-12-08,03/17/25,,,
ACC-023509,Doriolabs,,Automotive,11-50,NL,prospect,10/01/25,25/06/2026,a.morel,,
ACC-028847,Briorinflow France,,Automotive,51-200,DE,lost,2022-01-20,,,,
ACC-003402,BelfocalData,belfocaldata.co,Healthcare,201-500,Belgique,lost,2025-03-28,2025-07-14,t.becker,,
ACC-029575,JuntogorSystems,juntogorsystems.co,Real Estate,1-10,Germany,prospect,18/03/2022,,p.lindqvist,,
ACC-017446,SolipraLabs France,,,11-50,FR,lead,29/06/2020,24/08/2020,s.okafor,,
ACC-012474,CendradorConseil SAS,cendradorconseil.eu,Agriculture,201-500,france,customer,03/12/26,30/05/2026,c.rinaldi,8000,04/08/2026
ACC-008257,Lorribellabs SAS,lorribellabs.fr,Hospitality,,DE,lost,30/04/2024,06/12/25,s.okafor,,
ACC-008697,Fabripraconsulting Group,fabripraconsulting.co,Agriculture,51-200,belgium,lead,18/01/2025,,j.vandenberg,,
ACC-006916,GallibelWorks,gallibelworks.fr,Media,11-50,Fr,lead,01/18/22,2023-12-17,s.okafor,,
ACC-015287,Vectosoft,vectosoft.eu,Construction,1001-5000,France,churned,04/01/2021,31/07/2024,l.moreau,5000,
ACC-009367,Ulmicalfinance,ulmicalfinance.eu,,11-50,France,lead,22/01/2018,2024-05-28,,,
ACC-027537,LumipraSolutions,lumiprasolutions.com,Financial Services,11-50,france,prospect,2022-06-16,2024-05-01,,,
ACC-026999,RoccalumFlow SAS,roccalumflow.io,Manufacturing,11-50,spain,prospect,2020-09-26,02/10/2024,t.becker,,
ACC-023064,Heliohalflow,heliohalflow.fr,Manufacturing,11-50,Italie,opportunity,15/04/2020,2021-07-10,t.becker,,
ACC-005712,EstevavenMedia,estevavenmedia.fr,Real Estate,201-500,FR,lost,09/11/2024,2025-05-05,t.becker,,
ACC-025007,Serenilexmedia SA,serenilexmedia.eu,Financial Services,1-10,France,lead,09/10/2019,28/03/2025,j.vandenberg,,
ACC-006101,ZephidorSolutions SA,zephidorsolutions.fr,Education,11-50,Suisse,churned,02/01/23,2026-05-04,m.delacroix,12000,
ACC-027583,NovanexHub,novanexhub.fr,,11-50,Fr,customer,2022-05-06,08/31/25,m.delacroix,12000,01/17/27
ACC-021425,Vertidorretail,vertidorretail.fr,Consulting,51-200,Belgique,churned,02/06/2019,27/03/2026,a.morel,5000,
ACC-011959,Yellomarlogistics Group,www.yellomarlogistics.io,Agriculture,11-50,Germany,prospect,14/11/2023,,p.lindqvist,,
ACC-014630,Opticonseil,opticonseil.com,Hospitality,11-50,Belgium,lead,2023-10-19,01/21/26,m.delacroix,,
ACC-011231,Novanexdigital France,novanexdigital.com,Retail,51-200,FR,customer,11/22/22,01/21/26,a.morel,5000,01/27/27
ACC-019635,IberitasIndustries,iberitasindustries.fr,Logistics,51-200,Belgique,customer,08/04/25,2026-02-26,m.delacroix,5000,08/02/2027
ACC-007358,ZephifinGroup Group,zephifingroup.eu,Energy,1001-5000,NL,customer,08/06/21,,p.lindqvist,40000,20/12/2026
ACC-024389,EstevacalData,www.estevacaldata.com,Media,1-10,France,lead,27/07/2018,,j.vandenberg,,
ACC-023527,Doriosolimmo,doriosolimmo.com,Retail,,BE,prospect,14/06/2018,,s.okafor,,
ACC-009674,Flexilumservices SAS,flexilumservices.io,Education,201-500,Fr,customer,17/02/2021,30/12/2022,a.morel,5000,09/05/26
ACC-008718,Fabridorgroup,fabridorgroup.fr,Manufacturing,5000+,France,customer,05/18/21,2023-04-11,c.rinaldi,5000,2027-02-06
ACC-010755,Novadorservices & Co,novadorservices.co,Automotive,11-50,france,churned,04/07/2019,2025-09-01,l.moreau,12000,
ACC-015670,Neocaldigital France,neocaldigital.fr,,1001-5000,FRANCE,prospect,2021-01-28,,j.vandenberg,,
ACC-027772,HeliobelTech,heliobeltech.com,Financial Services,51-200,France,prospect,2025-08-29,2025-12-23,m.delacroix,,
ACC-025620,JuntolumEnergie France,juntolumenergie.fr,Telecom,11-50,FR,prospect,08/23/18,2020-02-06,c.rinaldi,,
ACC-025827,NovafinIndustries,novafinindustries.fr,Telecom,1001-5000,Belgique,prospect,2025-04-09,09/07/2025,a.morel,,
ACC-004920,JuntolumIndustries,juntolumindustries.eu,Logistics,51-200,FR,lead,2025-08-23,,j.vandenberg,,
ACC-003957,BriorinSoft France,www.briorinsoft.io,Hospitality,201-500,Pays-Bas,lost,05/08/22,2024-08-18,m.delacroix,,
ACC-007860,NovaviaLab SARL,novavialab.io,Hospitality,51-200,FR,opportunity,2024-05-08,2025-07-03,,,
ACC-029387,Rapirindynamics,rapirindynamics.io,Media,51-200,Suisse,prospect,2023-05-11,,l.moreau,,
ACC-027828,BrioviaSolutions SAS,,Energy,1-10,Italie,lead,03/12/22,2024-12-27,a.morel,,
ACC-015343,Solipraworks,solipraworks.com,Education,11-50,ES,lead,07/04/2022,2023-10-23,c.rinaldi,,
ACC-020747,AltagorTech Group,altagortech.io,Telecom,51-200,France,prospect,19/02/2026,11/06/2026,m.delacroix,,
ACC-024220,AltamarFinance,altamarfinance.io,Healthcare,11-50,Fr,lead,2020-03-23,07/11/2022,,,
ACC-023950,DorionexEnergie,www.dorionexenergie.co,Agriculture,51-200,FRANCE,prospect,04/19/20,07/11/2023,m.delacroix,,
ACC-016917,LorriSolutions & Co,lorrisolutions.fr,Software,51-200,Espagne,prospect,05/09/2020,2024-08-01,c.rinaldi,,
ACC-024144,Ederipraconsulting SARL,ederipraconsulting.com,Energy,11-50,france,prospect,28/11/2019,09/08/2022,,,
ACC-027110,Vertibelpharma,vertibelpharma.io,Real Estate,1-10,FR,lost,2023-07-24,09/19/23,m.delacroix,,
ACC-006561,NovamarSystems France,novamarsystems.eu,Manufacturing,11-50,UK,churned,10/05/2022,2025-10-18,,8000,
ACC-014732,Briosoft SARL,briosoft.fr,Telecom,1001-5000,Fr,prospect,19/06/2020,2021-01-14,l.moreau,,
ACC-012433,OvaliquiRetail,ovaliquiretail.fr,Hospitality,11-50,FR,lead,2020-07-13,04/26/21,j.vandenberg,,
ACC-022263,Lumisoltech SARL,lumisoltech.fr,Retail,201-500,nederland,lead,17/01/2023,2025-11-28,p.lindqvist,,
ACC-003089,CauripraFlow Group,cauripraflow.com,Telecom,11-50,germany,customer,09/01/2023,2024-12-23,t.becker,18000,2026-11-10
ACC-011837,NovavenLab SARL,novavenlab.io,,11-50,Fr,lost,01/01/22,04/11/22,j.vandenberg,,
ACC-014241,Roccadorflow,roccadorflow.com,Agriculture,1001-5000,United Kingdom,prospect,12/24/19,,j.vandenberg,,
ACC-007252,OvalifinDynamics Group,ovalifindynamics.fr,Financial Services,51-200,FRANCE,opportunity,2018-11-04,,t.becker,,
ACC-015340,IberiquiSoft France,,Manufacturing,51-200,france,opportunity,2020-09-16,04/08/2025,j.vandenberg,,
ACC-027234,Vespiprahub SARL,www.vespiprahub.io,Consulting,11-50,FR,lead,01/26/25,02/02/25,s.okafor,,
ACC-028673,GRIMOQUIENERGIE,www.grimoquienergie.io,Media,51-200,FR,lost,04/16/23,,,,
ACC-004621,LuminexEnergie,luminexenergie.com,Hospitality,501-1000,UK,lost,2023-01-15,13/01/2026,p.lindqvist,,
ACC-012260,PrimoquiPharma,www.primoquipharma.com,Automotive,201-500,germany,prospect,14/11/2024,04/07/25,j.vandenberg,,
ACC-001444,Sereniquiforge Group,sereniquiforge.fr,Consulting,11-50,Allemagne,lead,10/06/2021,2024-10-29,,,
ACC-009088,Vertilexconsulting,vertilexconsulting.co,Logistics,,Italy,churned,01/31/18,2023-02-17,,5000,
ACC-006605,Lumidorlogic,lumidorlogic.com,Healthcare,11-50,France,prospect,2019-10-06,,l.moreau,,
ACC-007113,LumidorLogistics,lumidorlogistics.fr,Construction,501-1000,France,prospect,12/10/2025,,l.moreau,,
ACC-022876,AxiodorConsulting,axiodorconsulting.eu,Energy,201-500,FR,customer,11/24/22,2024-02-06,t.becker,40000,12/07/2026
ACC-023969,Haldefinpharma SA,,Software,1-10,Fr,lost,29/04/2018,,s.okafor,,
ACC-024767,Lumiquiflow,lumiquiflow.eu,Consulting,11-50,france,lost,04/12/2024,11/24/25,,,
ACC-024338,Terrapralogic,,Retail,11-50,france,opportunity,07/19/21,2021-09-04,j.vandenberg,,
ACC-013131,NeoRetail,,Telecom,51-200,FR,customer,2025-12-11,07/22/26,t.becker,5000,2026-07-27
ACC-012309,RoccagorFlow France,roccagorflow.com,,51-200,BE,churned,02/07/2022,2024-09-05,a.morel,3000,
ACC-020392,DelfilumFlow SAS,delfilumflow.eu,Financial Services,11-50,Italie,lead,2025-11-16,05/07/26,t.becker,,
ACC-028621,DoriorinLogic,doriorinlogic.eu,Healthcare,11-50,Italie,prospect,2024-02-08,,t.becker,,
ACC-014916,NeodorConseil,neodorconseil.fr,Software,,FR,customer,2023-02-18,2025-06-10,p.lindqvist,40000,06/19/27
ACC-016273,SerenimarFood & Co,serenimarfood.com,Automotive,51-200,France,lead,03/07/2021,2023-09-27,c.rinaldi,,
ACC-001241,Haldeviamedia SARL,,Manufacturing,51-200,FRANCE,lead,15/01/2025,21/02/2026,,,
ACC-004651,Fabridorworks,fabridorworks.co,Automotive,51-200,FR,customer,24/03/2019,01/12/23,j.vandenberg,12000,2026-10-21
ACC-006888,AltanexSoft,altanexsoft.eu,Real Estate,11-50,CH,opportunity,05/22/18,19/03/2023,,,
ACC-027485,MavirinPartners SARL,mavirinpartners.fr,Telecom,11-50,FR,lost,04/19/26,05/12/26,a.morel,,
ACC-013894,VectolexMedia,vectolexmedia.co,Construction,11-50,Italy,lead,06/15/26,,s.okafor,,
ACC-019902,Cendraviasoft,cendraviasoft.co,Automotive,11-50,germany,churned,11/26/21,2025-03-22,j.vandenberg,3000,
ACC-029242,CendrabelLogic,www.cendrabellogic.com,Automotive,11-50,FRANCE,prospect,10/23/22,,,,
ACC-012266,PerrinexData,perrinexdata.io,Real Estate,11-50,France,lost,02/23/23,,j.vandenberg,,
ACC-025967,Belfotasworks SARL,belfotasworks.fr,Real Estate,1001-5000,FR,lead,03/07/19,06/06/21,,,
ACC-009839,EderifinFinance SAS,ederifinfinance.io,Hospitality,51-200,ES,lead,2025-11-09,2026-05-07,t.becker,,
ACC-001031,Yelloviahub,,Financial Services,51-200,france,customer,07/06/18,09/12/21,s.okafor,5000,01/05/2027
ACC-008305,TalovenForge,talovenforge.fr,Software,1-10,Spain,lead,2021-06-26,03/12/22,a.morel,,
ACC-028882,FERNODORSOFT,fernodorsoft.eu,Healthcare,11-50,France,prospect,22/05/2023,,,,
